Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MeanDailyHours,StdDailyHours,WorkedDays,MeanArrivalHour,VarianceArrival
45,0,Travel_Rarely,Research & Development,17,2,Medical,11,Male,2,Laboratory Technician,Married,79910,0.0,13,2,21.0,2,20,4,10,2,3,3.0,4.0,3.0,8.403485477178425,0.3083233939116001,241,9.985961272475796,0.08214584293837396
36,0,Travel_Rarely,Research & Development,28,1,Life Sciences,12,Male,1,Laboratory Technician,Married,33770,0.0,12,2,16.0,2,15,10,11,3,3,3.0,4.0,3.0,7.06895458736745,0.30973383319804865,241,9.989557399723374,0.07529674773321036
55,0,Travel_Rarely,Research & Development,14,4,Life Sciences,13,Female,1,Sales Executive,Single,55380,0.0,17,0,37.0,2,36,4,13,3,3,4.0,1.0,3.0,9.301409509946627,0.288863238370768,229,10.010625909752548,0.06799088332184172
47,1,Non-Travel,Research & Development,1,1,Medical,14,Male,1,Research Scientist,Married,57620,1.0,11,2,10.0,4,10,9,9,2,3,1.0,2.0,2.0,9.399931442080378,0.2922665278568038,235,9.996099290780142,0.08074326645248628
28,0,Travel_Rarely,Research & Development,1,3,Life Sciences,15,Male,1,Manufacturing Director,Married,25920,1.0,14,0,5.0,2,5,0,4,3,3,4.0,4.0,2.0,6.08968764407561,0.2897538656914084,241,10.00076071922545,0.07987789111725845
37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,16,Male,2,Healthcare Representative,Married,53460,4.0,11,0,7.0,2,5,0,1,3,3,3.0,4.0,4.0,6.705174636661979,0.317259643273916,237,9.999226441631505,0.07283720509825425
21,0,Travel_Rarely,Research & Development,3,2,Life Sciences,17,Male,1,Laboratory Technician,Single,42130,1.0,12,3,3.0,3,3,1,0,2,3,4.0,3.0,4.0,6.619040626529614,0.31396253642597755,227,10.030543318649046,0.07012492473761031
37,0,Non-Travel,Research & Development,1,3,Medical,18,Male,2,Sales Executive,Divorced,41270,2.0,13,1,15.0,2,5,0,2,3,3,1.0,4.0,3.0,11.014328139114726,0.3096964342975207,246,9.999661246612467,0.07265861493648955
35,0,Travel_Rarely,Sales,7,4,Life Sciences,19,Male,1,Sales Representative,Divorced,24380,7.0,16,0,10.0,5,7,6,2,2,3,2.0,2.0,2.0,6.960253831417625,0.3149459158217451,232,9.980531609195403,0.08445219332072779
38,0,Travel_Rarely,Research & Development,8,3,Life Sciences,20,Female,1,Manager,Divorced,68700,1.0,11,1,8.0,5,8,7,7,3,3,1.0,1.0,3.0,9.293555796055795,0.29638840151804835,231,10.023304473304472,0.08503787355961258
26,0,Travel_Frequently,Research & Development,1,4,Other,21,Male,2,Laboratory Technician,Divorced,104470,1.0,18,0,6.0,3,6,1,4,3,3,3.0,2.0,1.0,7.590778256704982,0.317876322859857,232,9.985847701149426,0.07931904741171986
50,0,Travel_Rarely,Sales,8,4,Life Sciences,22,Male,1,Research Scientist,Divorced,96670,3.0,23,0,28.0,2,10,1,6,2,4,1.0,2.0,2.0,6.008613495469718,0.2930092673211812,233,9.98090128755365,0.06860517076940782
53,0,Travel_Rarely,Research & Development,11,4,Life Sciences,23,Female,2,Research Scientist,Married,21480,3.0,11,0,21.0,2,5,1,3,3,3,3.0,3.0,2.0,8.402108477011494,0.30298867053530126,232,9.995043103448278,0.06910831944237107
29,0,Travel_Frequently,Research & Development,16,4,Medical,25,Male,1,Laboratory Technician,Single,65130,1.0,11,1,10.0,2,10,0,9,3,3,2.0,4.0,2.0,7.093167388167388,0.32198743609614855,231,9.963564213564215,0.07029830395047786
55,0,Travel_Rarely,Research & Development,1,4,Other,26,Female,1,Research Scientist,Married,67990,3.0,11,0,12.0,2,10,0,8,3,3,2.0,4.0,3.0,9.362002074688798,0.2812382254202835,241,10.018464730290455,0.07353379053327182
26,0,Travel_Frequently,Research & Development,9,3,Life Sciences,27,Female,1,Manager,Married,162910,1.0,22,0,5.0,3,5,3,3,3,4,1.0,1.0,3.0,10.977123430962344,0.29663324125421076,239,9.997280334728034,0.07065200278158686
37,0,Travel_Rarely,Sales,5,1,Marketing,28,Male,1,Research Scientist,Single,27050,1.0,11,0,17.0,2,17,5,7,3,3,4.0,4.0,3.0,7.604444444444445,0.2958357789663503,236,9.983474576271187,0.09009454261329489
44,1,Travel_Frequently,Research & Development,1,2,Medical,29,Male,2,Research Scientist,Divorced,103330,3.0,14,1,19.0,2,1,0,0,2,3,4.0,3.0,1.0,10.97758573388203,0.311821460995057,243,10.008299039780523,0.06761564390632845
38,0,Travel_Rarely,Sales,2,3,Marketing,30,Female,1,Manager,Divorced,44480,9.0,12,0,10.0,3,2,1,2,2,3,4.0,4.0,3.0,6.8312753623188405,0.28162356680751105,230,9.983768115942027,0.09079796637343626
26,1,Travel_Rarely,Research & Development,4,3,Medical,31,Male,3,Research Scientist,Divorced,68540,2.0,11,0,5.0,5,3,0,2,2,3,1.0,2.0,3.0,10.109408263305323,0.307648208971023,238,9.996848739495798,0.07986227332001712
28,0,Travel_Rarely,Research & Development,7,3,Other,32,Male,1,Human Resources,Single,96370,1.0,13,0,5.0,6,5,0,2,2,3,4.0,4.0,3.0,6.709665977961433,0.2999596428160105,242,9.969283746556474,0.0880221681164723
49,0,Travel_Frequently,Research & Development,1,1,Medical,33,Female,2,Research Scientist,Single,35910,9.0,13,0,22.0,2,3,1,2,3,3,3.0,1.0,3.0,10.518214624881292,0.2988444964494486,234,10.0002849002849,0.09365990894603198
36,0,Travel_Rarely,Sales,5,3,Technical Degree,34,Male,3,Sales Executive,Single,54050,4.0,14,0,10.0,2,8,7,7,3,3,3.0,2.0,3.0,6.182887517146776,0.27760267901505425,243,9.962894375857339,0.07411679458256343
31,0,Travel_Frequently,Research & Development,9,4,Medical,35,Male,1,Sales Executive,Divorced,46840,1.0,16,1,2.0,4,2,2,2,3,3,4.0,2.0,2.0,6.586388888888888,0.29841671258652375,240,10.026250000000001,0.06732060669456068
26,1,Travel_Rarely,Research & Development,8,3,Medical,36,Male,2,Manager,Single,157870,1.0,12,2,8.0,5,8,7,4,3,3,4.0,4.0,3.0,10.272241379310346,0.3035182369118388,232,9.939655172413794,0.0699598613391716
37,0,Travel_Frequently,Sales,9,1,Marketing,37,Male,1,Laboratory Technician,Married,15140,1.0,14,0,4.0,3,4,1,2,3,3,2.0,4.0,2.0,9.982733011937558,0.2858516734525315,242,10.000413223140496,0.07881034029468588
42,0,Travel_Frequently,Sales,2,2,Marketing,38,Male,3,Research Director,Married,29560,5.0,13,0,23.0,2,20,4,8,3,3,3.0,2.0,4.0,5.979567632850242,0.2972133732676859,230,10.004782608695654,0.07082127713435854
18,1,Travel_Rarely,Research & Development,1,4,Life Sciences,39,Male,1,Sales Executive,Single,23350,1.0,14,2,0.0,3,0,0,0,2,3,3.0,3.0,3.0,6.775967939304944,0.2921177931173167,227,9.98582966226138,0.07632363260691594
35,0,Travel_Rarely,Sales,20,2,Life Sciences,40,Male,1,Laboratory Technician,Married,51540,0.0,19,0,12.0,2,11,6,9,2,3,3.0,2.0,2.0,7.690160390516039,0.30562569982475807,239,10.021548117154811,0.07740370904289195
36,0,Travel_Frequently,Research & Development,8,3,Other,41,Female,3,Sales Executive,Married,69620,4.0,12,2,4.0,2,1,0,0,2,3,3.0,3.0,3.0,7.204732468123862,0.2845449299508925,244,10.030191256830602,0.07749122984551036
51,0,Travel_Rarely,Research & Development,2,3,Life Sciences,42,Male,2,Laboratory Technician,Divorced,56750,5.0,13,0,13.0,2,4,1,2,2,3,4.0,2.0,3.0,7.594769503546099,0.30514299567200004,235,10.044326241134751,0.0687592188478713
41,0,Travel_Rarely,Research & Development,29,1,Life Sciences,43,Male,1,Laboratory Technician,Single,23790,1.0,12,0,22.0,6,22,0,4,3,3,4.0,2.0,3.0,6.95264233241506,0.3178550153173412,242,9.993457300275482,0.08161791910047284
18,0,Travel_Rarely,Sales,7,3,Life Sciences,44,Male,1,Research Scientist,Single,38120,1.0,15,0,0.0,3,0,0,0,3,3,4.0,3.0,3.0,7.008878472222222,0.3149531071288216,240,9.952916666666669,0.06384082984658304
28,0,Travel_Rarely,Research & Development,9,3,Medical,45,Male,1,Sales Representative,Single,46480,0.0,23,2,9.0,2,8,0,7,2,4,2.0,1.0,3.0,7.201573315118397,0.2958945645712391,244,9.970696721311475,0.0734576287226307
31,0,Travel_Rarely,Research & Development,8,1,Technical Degree,46,Male,1,Manufacturing Director,Married,29360,4.0,12,1,10.0,2,8,7,7,3,3,2.0,4.0,2.0,7.1728749999999994,0.3081703336728252,240,10.003472222222221,0.07125474585464127
39,0,Travel_Rarely,Sales,5,4,Marketing,47,Female,2,Human Resources,Divorced,21050,0.0,20,0,19.0,3,18,3,7,3,4,3.0,4.0,2.0,7.636801418439717,0.31167208610362174,235,9.97581560283688,0.07579319472227272
36,0,Non-Travel,Research & Development,5,4,Life Sciences,48,Male,1,Sales Executive,Married,85780,7.0,21,0,11.0,4,9,0,8,3,4,2.0,2.0,3.0,7.83278129395218,0.2961809089177024,237,9.995569620253164,0.08990613602231261
32,0,Travel_Rarely,Sales,2,3,Marketing,49,Male,2,Laboratory Technician,Married,27060,1.0,21,1,13.0,4,13,4,8,3,4,4.0,3.0,2.0,6.974765051395007,0.3119167284795888,227,10.012408223201174,0.07715975985341704
38,0,Travel_Rarely,Research & Development,5,2,Life Sciences,50,Female,3,Research Scientist,Married,63840,3.0,19,2,19.0,4,10,0,1,2,3,1.0,2.0,3.0,6.906424220272905,0.289615187777074,228,9.982748538011696,0.07877107109428003
58,0,Non-Travel,Research & Development,2,3,Life Sciences,51,Male,2,Manufacturing Director,Divorced,39680,2.0,13,2,12.0,3,5,1,2,2,3,4.0,3.0,3.0,10.895463728191,0.3042054456932419,242,9.98422865013774,0.07358264367553317
31,0,Travel_Rarely,Research & Development,20,1,Technical Degree,52,Female,3,Research Scientist,Married,99070,0.0,13,1,6.0,3,5,0,3,2,3,3.0,4.0,3.0,9.125665729020158,0.3031655721188996,237,9.98466947960619,0.0732620960372516
31,0,Travel_Rarely,Sales,7,4,Marketing,53,Male,2,Sales Executive,Married,132250,3.0,21,1,9.0,2,2,1,0,3,4,1.0,1.0,3.0,6.831459786145978,0.27906181250549916,239,9.980404463040447,0.08892229137122071
45,0,Travel_Frequently,Research & Development,3,1,Medical,54,Female,1,Sales Executive,Divorced,35400,1.0,13,0,24.0,6,24,9,11,3,3,1.0,1.0,3.0,7.3160499058380415,0.3104232425048927,236,9.997316384180792,0.06970435148455352
31,0,Travel_Rarely,Sales,16,4,Marketing,55,Female,2,Research Scientist,Divorced,28040,0.0,19,2,3.0,0,2,2,2,3,3,3.0,4.0,1.0,8.610798041894354,0.3115838921999739,244,9.998497267759562,0.06225882075153471
33,0,Travel_Frequently,Research & Development,9,3,Life Sciences,56,Male,4,Research Director,Married,193920,6.0,12,1,12.0,3,10,8,8,3,3,4.0,2.0,3.0,6.784845288326301,0.29500643836505075,237,9.994866385372717,0.08076096370990168
39,0,Travel_Rarely,Sales,1,4,Life Sciences,57,Male,1,Sales Executive,Married,196650,1.0,22,1,21.0,6,21,11,10,3,4,3.0,1.0,3.0,10.986099773242628,0.3159426398769555,245,10.018775510204083,0.08356680049068817
43,0,Travel_Frequently,Research & Development,7,4,Medical,58,Male,4,Research Scientist,Single,24390,0.0,15,0,9.0,2,8,1,7,3,3,3.0,4.0,3.0,7.68658467939305,0.3027352732521384,227,9.997503671071954,0.07011173486846946
49,0,Travel_Rarely,Research & Development,1,3,Life Sciences,59,Male,3,Manufacturing Director,Single,73140,7.0,22,0,25.0,2,7,0,7,3,4,3.0,3.0,3.0,9.948856881572931,0.3131942908594046,243,10.003840877914952,0.06911512241759153
52,1,Travel_Rarely,Research & Development,7,1,Life Sciences,60,Female,2,Research Scientist,Married,47740,2.0,18,1,11.0,2,8,7,7,3,3,3.0,2.0,2.0,7.9055276615527665,0.3120189510407189,239,9.967294281729428,0.07832243357594085
27,0,Travel_Rarely,Research & Development,15,4,Medical,61,Male,3,Research Scientist,Single,39020,1.0,22,0,4.0,2,4,1,2,3,4,3.0,2.0,2.0,10.672414617486337,0.3016282855220778,244,9.984562841530055,0.08479043453491956
32,0,Travel_Rarely,Research & Development,1,3,Life Sciences,62,Male,3,Research Scientist,Married,26620,1.0,11,1,13.0,6,13,11,9,4,3,3.0,2.0,3.0,10.496171548117156,0.2915206454350032,239,10.002649930264992,0.08000695396708206
27,0,Travel_Rarely,Research & Development,13,2,Medical,63,Female,4,Research Director,Single,28560,1.0,12,2,5.0,5,5,0,4,4,3,4.0,3.0,3.0,10.069261664261665,0.3127089725242034,231,10.00930735930736,0.07467024280067752
31,0,Travel_Rarely,Sales,24,3,Life Sciences,64,Male,2,Healthcare Representative,Divorced,10810,4.0,11,3,13.0,4,7,1,7,4,3,4.0,4.0,3.0,6.607014174668495,0.2947691705712396,243,9.98278463648834,0.0907343166041257
32,0,Travel_Rarely,Research & Development,7,3,Technical Degree,65,Male,2,Healthcare Representative,Single,24720,7.0,13,0,10.0,2,7,0,7,3,3,1.0,4.0,2.0,7.497914908579466,0.2832914658104325,237,9.987834036568215,0.08343304766899491
28,1,Travel_Rarely,Research & Development,9,4,Medical,66,Male,1,Sales Executive,Married,56730,5.0,14,1,5.0,4,3,2,2,2,3,1.0,4.0,2.0,10.727235717498877,0.2729194524850313,247,10.007287449392713,0.07742861035223038
30,0,Travel_Rarely,Research & Development,13,3,Life Sciences,67,Female,4,Research Director,Married,41970,1.0,13,0,11.0,3,10,1,9,3,3,4.0,4.0,3.0,6.184816810344828,0.30135470770984446,232,9.996336206896553,0.08122389224759917
31,0,Travel_Frequently,Research & Development,2,1,Life Sciences,68,Female,1,Manager,Married,97130,1.0,17,0,10.0,5,10,8,9,2,3,3.0,3.0,3.0,6.609300048947627,0.2789062847518742,227,10.01145374449339,0.07851375731507108
39,0,Travel_Frequently,Research & Development,19,4,Medical,69,Female,1,Research Scientist,Married,20620,1.0,13,0,21.0,4,21,13,3,3,3,3.0,4.0,3.0,6.07624634502924,0.28049765384421893,228,10.020175438596493,0.07642424710822575
39,1,Travel_Rarely,Research & Development,1,1,Medical,70,Female,1,Laboratory Technician,Married,42840,4.0,17,1,12.0,0,1,0,0,3,3,4.0,3.0,2.0,9.971745709123757,0.28548736032515265,246,9.99058265582656,0.08165584960271381
33,0,Travel_Frequently,Sales,4,2,Life Sciences,71,Male,4,Research Scientist,Single,47880,3.0,11,1,9.0,0,7,0,1,3,3,2.0,4.0,2.0,7.42145202020202,0.2917561304865799,242,10.002134986225897,0.07759915736009664
47,0,Travel_Rarely,Research & Development,4,3,Life Sciences,72,Female,2,Healthcare Representative,Married,59060,4.0,23,0,21.0,4,3,1,1,4,4,4.0,3.0,3.0,6.493810013717422,0.2847527394155275,243,10.009670781893004,0.07639713634663128
43,0,Travel_Frequently,Research & Development,14,3,Medical,73,Female,5,Research Director,Divorced,38860,1.0,17,2,9.0,2,9,0,0,3,3,3.0,3.0,4.0,6.299470449172577,0.28455426562400893,235,10.024964539007092,0.08120934109231975
27,0,Non-Travel,Research & Development,2,3,Life Sciences,74,Male,1,Research Director,Married,168230,0.0,17,0,6.0,3,5,1,4,3,3,3.0,2.0,3.0,9.316973304473304,0.29133856258140395,231,10.028210678210678,0.07378161532509361
54,0,Travel_Frequently,Research & Development,1,4,Life Sciences,75,Male,2,Research Scientist,Single,29330,3.0,12,2,20.0,2,4,0,3,3,3,4.0,3.0,2.0,6.097862787356322,0.2879511325468833,232,9.99719827586207,0.08168644055497506
43,0,Travel_Rarely,Research & Development,7,2,Life Sciences,76,Female,2,Manager,Married,65000,8.0,23,0,10.0,3,1,0,0,3,4,3.0,1.0,2.0,7.217327264239029,0.2859770280849068,238,10.017016806722689,0.08081680140410596
45,0,Travel_Rarely,Sales,3,1,Marketing,77,Female,1,Sales Executive,Married,171740,9.0,14,1,12.0,6,10,9,8,3,3,4.0,4.0,3.0,7.100070018365472,0.30205774991902246,242,10.003305785123965,0.0835159973937794
40,0,Travel_Rarely,Research & Development,2,4,Other,78,Male,4,Research Scientist,Married,50330,2.0,14,2,6.0,6,4,0,2,3,3,2.0,4.0,2.0,9.914107744107746,0.29829207572720867,231,10.00064935064935,0.09549112240416589
29,1,Travel_Rarely,Research & Development,29,3,Medical,79,Female,1,Research Scientist,Married,23070,1.0,13,1,7.0,0,7,0,7,3,3,2.0,1.0,2.0,10.477788647342997,0.3013667810340338,230,9.97876811594203,0.08244025167183504
29,0,Travel_Rarely,Human Resources,8,3,Medical,80,Male,3,Sales Representative,Single,25870,0.0,22,2,4.0,3,3,2,2,3,4,2.0,4.0,3.0,6.906938633193863,0.2945512458116299,239,10.001952580195258,0.06899710511819793
30,0,Travel_Rarely,Research & Development,10,3,Life Sciences,81,Male,2,Research Scientist,Divorced,55070,1.0,12,2,10.0,2,10,1,2,2,3,4.0,3.0,3.0,7.58909243295019,0.30339471163352477,232,9.980890804597701,0.07400795724071589
27,0,Travel_Rarely,Research & Development,11,2,Medical,82,Male,1,Manager,Married,43930,1.0,18,1,8.0,2,8,0,7,2,3,2.0,2.0,3.0,6.079724499089253,0.29434181333727294,244,9.98681693989071,0.08151616388195522
37,0,Travel_Rarely,Sales,1,4,Life Sciences,83,Male,2,Healthcare Representative,Divorced,133480,7.0,14,0,8.0,4,6,0,4,3,3,4.0,4.0,2.0,6.001112288135593,0.2869876466163705,236,9.990607344632767,0.07795277377088593
38,0,Travel_Rarely,Research & Development,28,4,Medical,84,Male,1,Laboratory Technician,Divorced,65830,0.0,12,0,12.0,1,11,2,9,3,3,3.0,4.0,3.0,8.983123278236915,0.30337051660835973,242,10.018870523415977,0.07994671345670969
31,0,Travel_Rarely,Research & Development,6,3,Medical,85,Female,3,Manager,Single,81030,1.0,15,1,11.0,5,11,4,10,3,3,3.0,4.0,3.0,10.426184640522877,0.3131386822963048,238,9.970448179271706,0.07701564451378298
29,0,Travel_Rarely,Research & Development,3,4,Life Sciences,86,Male,3,Sales Executive,Divorced,39780,1.0,11,0,7.0,0,7,1,7,3,3,4.0,2.0,3.0,8.387526183970857,0.27280974179862133,244,9.971448087431694,0.08282112257977474
35,0,Travel_Rarely,Sales,16,2,Technical Degree,87,Male,3,Manager,Single,25440,0.0,13,1,17.0,3,16,0,13,4,3,3.0,2.0,3.0,7.9120386266094425,0.29151719521946007,233,9.949785407725322,0.07735986754476838
23,0,Travel_Rarely,Research & Development,20,4,Life Sciences,88,Male,1,Manufacturing Director,Divorced,53990,1.0,23,0,4.0,2,4,0,2,2,4,3.0,4.0,2.0,7.105291842475386,0.29158108857541093,237,10.009774964838256,0.07320795291107476
41,0,Travel_Rarely,Research & Development,9,2,Life Sciences,89,Female,1,Laboratory Technician,Single,54870,6.0,19,2,8.0,0,5,1,2,3,3,4.0,2.0,3.0,9.688633193863318,0.28638678186526173,239,10.008019525801952,0.08227551969183758
47,0,Travel_Frequently,Sales,1,3,Medical,90,Female,2,Laboratory Technician,Single,68340,3.0,16,1,5.0,2,0,0,0,4,3,2.0,3.0,3.0,7.770347512784752,0.30132601252487057,239,9.980892608089261,0.0860199281944298
42,0,Travel_Rarely,Research & Development,3,4,Life Sciences,91,Male,1,Manager,Single,10910,2.0,22,0,16.0,0,1,0,0,1,4,1.0,4.0,3.0,6.284280356305673,0.2970647525484169,237,9.992756680731366,0.07261091841680767
29,0,Non-Travel,Sales,22,4,Marketing,92,Male,2,Human Resources,Married,57360,1.0,22,0,4.0,1,4,0,2,2,4,4.0,3.0,2.0,6.306108726752504,0.3147514859255347,233,10.010228898426323,0.08577015810764145
42,0,Travel_Rarely,Sales,7,4,Medical,93,Male,3,Research Scientist,Divorced,22260,0.0,12,1,4.0,3,3,1,0,2,3,3.0,3.0,3.0,8.831585038986356,0.3114763351845715,228,10.00701754385965,0.07635288662184096
32,0,Travel_Rarely,Research & Development,2,3,Medical,94,Male,2,Research Scientist,Married,57470,1.0,13,0,8.0,0,8,0,7,3,3,3.0,2.0,3.0,7.722377344877344,0.3036703829425293,231,9.993145743145744,0.07692745257962648
48,0,Travel_Rarely,Sales,13,4,Medical,95,Male,4,Sales Executive,Married,98540,3.0,16,1,15.0,2,0,0,0,2,3,1.0,3.0,1.0,7.317479732951836,0.27137361607337074,233,9.96874105865522,0.07911325497837622
37,0,Travel_Rarely,Research & Development,8,5,Technical Degree,96,Male,2,Manufacturing Director,Divorced,54670,4.0,12,0,13.0,2,7,6,7,3,3,3.0,1.0,3.0,10.798262483130904,0.29561628875902063,247,9.971457489878542,0.07139181469412528
30,0,Non-Travel,Sales,25,4,Other,97,Male,1,Healthcare Representative,Married,53800,7.0,21,1,4.0,0,2,2,2,3,4,4.0,3.0,4.0,10.40136394557823,0.30439825025914785,245,9.96421768707483,0.07774443329244274
26,0,Travel_Rarely,Sales,28,3,Medical,98,Female,5,Laboratory Technician,Married,51510,1.0,15,3,8.0,3,8,7,7,3,3,3.0,3.0,3.0,5.994326703246457,0.30340839593398033,243,9.98792866941015,0.07806304723251976
42,0,Travel_Rarely,Sales,2,2,Medical,99,Female,1,Laboratory Technician,Single,21330,3.0,13,2,14.0,2,1,0,0,3,3,1.0,4.0,3.0,6.113110181311018,0.3217773044744212,239,9.979707112970711,0.0728742836046552
21,1,Travel_Frequently,Research & Development,9,3,Medical,100,Female,4,Manufacturing Director,Single,178750,1.0,12,0,3.0,5,3,1,2,2,3,1.0,2.0,3.0,8.133578096539162,0.29798672109285385,244,9.990983606557378,0.06340716753993426
36,0,Non-Travel,Human Resources,28,3,Human Resources,101,Male,2,Laboratory Technician,Single,24320,4.0,22,0,7.0,4,1,0,0,1,4,4.0,4.0,3.0,7.306164990421457,0.3227369368620735,232,9.965158045977011,0.08068434239770443
36,0,Travel_Frequently,Research & Development,6,3,Life Sciences,102,Female,2,Research Scientist,Married,47710,4.0,13,1,16.0,2,13,1,12,3,3,1.0,4.0,3.0,7.105030345471522,0.30524523685129673,238,9.98578431372549,0.08008890405670013
57,0,Travel_Rarely,Research & Development,21,4,Life Sciences,103,Male,5,Research Scientist,Married,191610,2.0,18,0,15.0,2,3,1,2,1,3,4.0,3.0,3.0,6.327729314420803,0.2956968539244837,235,9.998368794326241,0.06760535248833113
40,0,Travel_Rarely,Research & Development,8,3,Other,104,Male,2,Sales Executive,Married,50870,3.0,14,1,10.0,3,7,1,7,3,3,4.0,3.0,3.0,8.1285121602289,0.28617380734026254,233,9.993562231759658,0.08237216960189431
21,0,Non-Travel,Research & Development,1,5,Life Sciences,105,Female,2,Manager,Single,28630,1.0,14,0,3.0,2,3,2,2,1,3,1.0,4.0,2.0,7.98643255701116,0.2672601004984339,229,9.981077147016011,0.06941862024055763
33,1,Travel_Rarely,Human Resources,28,2,Human Resources,106,Female,5,Manager,Single,55610,1.0,21,1,1.0,3,1,0,0,1,4,4.0,3.0,3.0,10.509096921596921,0.3066504556629194,231,10.004906204906204,0.07354104188886801
37,0,Travel_Rarely,Research & Development,5,3,Life Sciences,107,Male,4,Research Scientist,Married,21440,6.0,19,0,17.0,3,5,0,3,4,3,3.0,1.0,3.0,7.9932840307840305,0.29180222621727353,231,9.99935064935065,0.06867469728339301
46,0,Non-Travel,Sales,2,4,Marketing,108,Female,2,Laboratory Technician,Married,30650,2.0,11,0,7.0,3,1,0,0,3,3,3.0,3.0,4.0,6.103653752436647,0.27607424627862437,228,9.988596491228073,0.08053996960094804
41,1,Travel_Frequently,Research & Development,16,1,Medical,109,Female,1,Research Scientist,Single,28100,1.0,11,0,8.0,3,8,7,7,4,3,1.0,2.0,3.0,7.587908917501192,0.28092136449258004,233,9.989628040057223,0.0863969874862283
50,0,Travel_Rarely,Research & Development,9,3,Medical,110,Female,3,Laboratory Technician,Single,98880,6.0,15,0,20.0,2,4,1,3,3,3,4.0,4.0,3.0,6.890321256038647,0.30409371562924786,230,9.983333333333334,0.07253032508491022
40,1,Travel_Rarely,Research & Development,8,3,Medical,111,Female,1,Healthcare Representative,Married,86280,2.0,20,0,8.0,2,6,1,0,2,4,3.0,3.0,3.0,9.295999525166192,0.31919778281399236,234,9.970726495726494,0.07233323245662295
31,0,Travel_Rarely,Research & Development,1,3,Life Sciences,112,Male,4,Human Resources,Single,28670,0.0,24,0,3.0,5,2,2,2,3,4,3.0,2.0,3.0,10.806078364950316,0.28263561082261174,246,9.97459349593496,0.0848087909960733
21,1,Travel_Rarely,Human Resources,10,2,Human Resources,113,Male,1,Laboratory Technician,Single,53730,1.0,12,1,1.0,2,1,0,0,3,3,3.0,2.0,3.0,5.995219806763284,0.3117684071979396,230,9.997463768115944,0.08230431090859228
